"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"1507","Male","United States","70","Business Analyst","Microsoft R Server (Formerly Revolution Analytics)","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","8",130000,"USD",NA
"1508","Male","United States","28","Machine Learning Engineer","Spark / MLlib","Python","Bachelor's degree","Work","Technology","9",185000,"USD",NA
"1509","Male","South Korea","30","Computer Scientist","TensorFlow","R","Master's degree","Self-taught","Military/Security","7",90000,"SGD",NA
"1510","Male","Brazil","40","Data Analyst","Google Cloud Compute","Python","Master's degree","University courses","Mix of fields","9",40000,"USD",NA
"1511","Female","United States","39","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Academic","2",28000,"USD",NA
"1512","Male","United States","28","Machine Learning Engineer","Java","Python","Master's degree","University courses","Technology","8",100000,"USD",NA
"1513","Male","Germany","28","Scientist/Researcher","Python","R","Master's degree","Self-taught","Government","4",35000,"EUR",NA
"1514","Male","United States","27","Data Analyst","R","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",63500,"USD",NA
"1515","Male","United States","30","Other","Hadoop/Hive/Pig","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",200000,"USD",NA
"1516","Male","United States","28","Software Developer/Software Engineer","I don't plan on learning a new tool/technology","Python","Bachelor's degree","Self-taught","Mix of fields","7",120000,"USD",NA
"1517","Male","South Korea","27","Data Scientist","TensorFlow","Python","Master's degree","Work","Academic","6",10800000,"KRW",NA
"1518","Male","Canada","31","Data Scientist","Other","Python","Doctoral degree","Self-taught","Internet-based","9",100000,"CAD",NA
"1519","Male","United States","31","Data Analyst","R","SQL","Master's degree","University courses","CRM/Marketing","7",70000,"USD",NA
"1520","Male","United States","25","Programmer","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Retail","6",50000,"USD",NA
"1521","Female","United States","40","Other","I don't plan on learning a new tool/technology","Python","Professional degree","Self-taught","Academic","8",101000,"USD",NA
"1522","Female","United States","28","Statistician","SQL","R","Doctoral degree","University courses","Academic","8",48000,"USD",NA
"1523","Female","United States","35","Other","I don't plan on learning a new tool/technology","R","Bachelor's degree","Work","Insurance","10 - Highly Satisfied",150000,"USD",NA
"1524","Male","Canada","25","Software Developer/Software Engineer","Spark / MLlib","Python","Some college/university study without earning a bachelor's degree","University courses","Financial","10 - Highly Satisfied",107000,"CAD",NA
"1525","Male","Egypt","34","Software Developer/Software Engineer","NoSQL","Java","Doctoral degree","University courses","Technology","5",265000,"EGP",NA
"1526","Female","United States","28","Data Scientist","TensorFlow","Python","Bachelor's degree","Self-taught","Technology","7",125000,"USD",NA
"1527","Male","India","35","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","4",100000,"INR",NA
"1528","Male","Colombia","28","Scientist/Researcher","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","7",3500000,"COP",NA
"1529","Male","United States","29","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","3",30000,"USD",NA
"1530","Male","Colombia","30","Software Developer/Software Engineer","NoSQL","Python","Master's degree","University courses","Technology","7",55000000,"COP",NA
"1531","Male","United States","28","Computer Scientist","Spark / MLlib","Python","Master's degree","Self-taught","Technology","8",65000,"USD",NA
"1532","Male","United States","59","Scientist/Researcher","TensorFlow","C/C++/C#","Doctoral degree","Self-taught","Academic","4",167000,"USD",NA
"1533","Male","United States","40","Programmer","Spark / MLlib","Python","Some college/university study without earning a bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","1 - Highly Dissatisfied",39000,"USD",NA
"1534","Male","United States","40","Engineer","MATLAB/Octave","Matlab","Doctoral degree","University courses","Mix of fields","7",105000,"USD",NA
"1535","Male","United States","33","Scientist/Researcher","Hadoop/Hive/Pig","Python","Doctoral degree","Self-taught","Academic","8",99300,"USD",NA
"1536","Female","United States","25","Business Analyst","Python","Python","Master's degree","University courses","Mix of fields","5",70000,"USD",NA
"1537","Male","United States","31","Data Scientist","Amazon Web services","Python","Doctoral degree","University courses","Retail","7",125000,"USD",NA
"1538","Male","United States","25","Machine Learning Engineer","Julia","Python","Master's degree","University courses","Mix of fields","7",65000,"USD",NA
"1539","Male","United States","30","Data Scientist","I don't plan on learning a new tool/technology","R","Doctoral degree","Work","Other","9",93000,"USD",NA
"1540","Male","Spain","35","Data Scientist","Microsoft Azure Machine Learning","SQL","Professional degree","Self-taught","Hospitality/Entertainment/Sports","8",40000,"EUR",NA
"1541","Male","United States","39","Data Analyst","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","8",105000,"USD",NA
"1542","Male","United States","53","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","7",150000,"USD",NA
"1543","Male","Brazil","27","Other","TensorFlow","R","Bachelor's degree","Self-taught","Government","8",65000,"BRL",NA
"1544","Male","United States","32","Data Scientist","NoSQL","Python","Doctoral degree","Work","Financial","7",110000,"USD",NA
"1545","Male","United States","39","Data Scientist","Other","Python","Doctoral degree","University courses","Other","9",170000,"USD",NA
"1546","Male","Colombia","30","Other","MATLAB/Octave","C/C++/C#","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","8",24000,"USD",NA
"1547","Male","United States","49","Scientist/Researcher","TensorFlow","Matlab","Doctoral degree","University courses","Academic","6",160000,"USD",NA
"1548","Male","United States","24","Data Scientist","Microsoft R Server (Formerly Revolution Analytics)","C/C++/C#","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","7",85000,"USD",NA
"1549","Male","Taiwan","28","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Self-taught","Technology","5",1200000,"TWD",NA
"1550","Male","United States","31","Data Scientist","Spark / MLlib","Python","Doctoral degree","Self-taught","Hospitality/Entertainment/Sports","8",90000,"USD",NA
"1551","Male","United Kingdom","36","Researcher","I don't plan on learning a new tool/technology","Python","Bachelor's degree","Self-taught","Internet-based","5",80000,"GBP",NA
"1552","Male","Other","39","Data Scientist","TensorFlow","R","Master's degree","Work","Mix of fields","8",62000,"EUR",NA
"1553","Male","Japan","35","Software Developer/Software Engineer","C/C++","Python","Master's degree","Self-taught","Other","5",600,"JPY",NA
"1554","Male","Poland","36","Software Developer/Software Engineer","Microsoft Azure Machine Learning","Python","Master's degree","University courses","Mix of fields","8",100000,"PLN",NA
"1555","Male","United States","30","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",150000,"USD",NA
"1556","Male","United States","44","Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","5",98000,"USD",NA
"1557","Male","United States","34","Data Scientist","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Financial","10 - Highly Satisfied",250000,"USD",NA
"1558","Male","United States","50","Scientist/Researcher","Google Cloud Compute","Python","Doctoral degree","Work","Technology","8",170000,"USD",NA
"1559","Male","Norway","34","Data Scientist","TensorFlow","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","8",835000,"NOK",NA
"1560","Male","Netherlands","35","Business Analyst","Microsoft Azure Machine Learning","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","7",60000,"EUR",NA
"1561","Male","Netherlands","38","Data Analyst","Spark / MLlib","R","Doctoral degree","University courses","Government","5",65000,"EUR",NA
"1562","Male","Argentina","55","Data Scientist","Python","R","Professional degree","Self-taught","Mix of fields","9",100000,"USD",NA
"1563","Male","Switzerland","37","Data Scientist","Spark / MLlib","Python","Doctoral degree","University courses","Insurance","4",130000,"CHF",NA
"1564","Female","United States","26","Predictive Modeler","Spark / MLlib","R","Master's degree","University courses","Retail","7",88000,"USD",NA
"1565","Male","United States","30","Predictive Modeler","Tableau","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","6",160000,"USD",NA
"1566","Male","United States","24","Machine Learning Engineer","TensorFlow","Python","Some college/university study without earning a bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","8",54080,"USD",NA
"1567","Male","United States","33","Software Developer/Software Engineer","Amazon Machine Learning","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",140000,"USD",NA
"1568","Male","United States","56","Data Scientist","Other","R","Master's degree","Work","Technology","8",205000,"USD",NA
"1569","Male","United States","27","Data Scientist","Other","Python","Master's degree","University courses","Financial","6",104000,"USD",NA
"1570","Female","Portugal","42","Researcher","R","R","Doctoral degree","Self-taught","Government","7",40000,"EUR",NA
"1571","Male","United States","44","Data Scientist","Amazon Machine Learning","R","Master's degree","Self-taught","Mix of fields","9",250000,"USD",NA
"1572","Male","Canada","34","Scientist/Researcher","Hadoop/Hive/Pig","Python","Doctoral degree","Work","Academic","9",120000,"BRL",NA
"1573","Male","United States","67","Software Developer/Software Engineer","I don't plan on learning a new tool/technology","Matlab","Doctoral degree","University courses","Other","10 - Highly Satisfied",100000,"USD",NA
"1574","Male","India","31","Data Analyst","Python","Matlab","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","6",63000,"INR",NA
"1575","Female","Other","31","Other","R","Stata","Master's degree","University courses","Non-profit","8",24000,"USD",NA
"1576","Male","United States","30","Other","Spark / MLlib","R","Bachelor's degree","Self-taught","Insurance","8",150000,"USD",NA
"1577","Male","Other","38","Statistician","KNIME (free version)","SQL","Doctoral degree","Self-taught","Academic","6",48000,"GHS",NA
"1578","Male","United States","28","Data Analyst","Python","R","Bachelor's degree","Self-taught","Government","7",115000,"USD",NA
"1579","Male","Canada","25","Data Scientist","Java","Python","Bachelor's degree","Self-taught","Mix of fields","7",75000,"CAD",NA
"1580","Male","United Kingdom","29","Software Developer/Software Engineer","Other","Python","Bachelor's degree","Work","CRM/Marketing","9",60000,"GBP",NA
"1581","Male","Russia","30","Engineer","Orange","Matlab","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","5",25000,"RUB",NA
"1582","Male","United States","28","Data Scientist","TensorFlow","R","Bachelor's degree","Self-taught","Retail","8",97500,"USD",NA
"1583","Male","United Kingdom","21","Data Analyst","Python","R","Master's degree","University courses","Technology","8",56000,"GBP",NA
"1584","Male","United States","26","Data Scientist","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","4",90000,"USD",NA
"1585","Male","United States","35","Scientist/Researcher","Julia","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Government","7",83000,"USD",NA
"1586","Male","Other","24","Statistician","SAS Enterprise Miner","R","Bachelor's degree","University courses","Financial","8",1000,"USD",NA
